bj,标致307,1,11.50,4.2,5.7,1.6,21,0,3500,2,4.70
bj,金杯海狮,1,7.70,2.0,3.9,2.0,7,0,3500,8,5.20
bj,铃木奥拓,1,4.90,12.6,6.5,1.0,31,0,3000,13,1.50
bj,长城C30,1,7.30,8.0,5.3,1.5,7,0,3000,6,3.00
bj,斯柯达明锐,1,17.90,11.7,7.9,1.8,13,1,3500,8,5.20
bj,本田思域,2,17.30,12.5,7.2,1.8,45,0,3500,10,4.80
bj,大众速腾,2,18.40,9.1,7.10,2.0,51,0,3500,4,5.50
bj,雪铁龙世嘉,1,13.20,11.0,7.9,1.6,27,2,3500,4,3.88
bj,大众迈腾,1,24.60,15.0,8,1.8,21,0,3500,7,7.10
bj,雪佛兰科帕奇,1,28.60,7.0,4.2,2.4,85,0,4800,4,12.00
bj,标致3008,1,23.30,3.7,4.4,1.6,59,0,4400,4,11.00
bj,日产逍客,2,20.50,2.9,6.8,2.0,123,0,3500,7,8.05
bj,大众CC,2,29.10,11.4,6.7,2.0,7,0,7200,9,18.00
bj,福特福克斯,1,16.80,6.9,4.8,1.6,51,0,3500,10,7.00
bj,别克英朗,1,14.90,9.2,6.9,1.6,115,0,3500,7,4.60
bj,标致508,1,24.90,4.3,4,2.3,27,0,4600,2,11.50
bj,起亚K3,1,12.90,2.9,1.3,1.6,39,0,3560,2,8.90
bj,宝马5系,1,54.20,2.3,3,2.0,7,0,15600,2,39.00
bj,大众宝来,1,13.00,2.3,6.8,1.6,39,0,3500,14,5.50
bj,现代全新胜达,1,35.50,4.7,3.8,3.0,93,0,7120,2,17.80
bj,起亚智跑,1,20.90,11.0,6.8,2.0,131,0,3500,2,8.10
bj,起亚K3,1,14.30,6.8,4,1.6,89,0,3500,5,7.30
bj,丰田汉兰达,1,32.40,11.0,3.8,2.7,5,0,8800,3,22.00
bj,别克英朗,2,16.30,5.9,5.2,1.6,59,0,3500,2,6.50
bj,长安CX20,1,6.20,2.6,1.9,1.4,71,0,3500,3,3.30
bj,丰田皇冠,1,37.70,7.2,7.11,2.5,121,0,5120,5,12.80
bj,大众高尔夫,1,14.40,4.9,4,1.6,5,0,3760,2,9.40
bj,宝马X1,1,61.30,8.7,7.1,3.0,97,2,6800,1,17.00
bj,宝马5系,1,54.20,12.4,3.8,2.0,133,1,12000,5,30.00
bj,雪佛兰乐驰,1,5.00,8.0,7.11,1.2,21,0,3000,10,1.10
bj,雪铁龙世嘉,1,14.00,4.8,6.3,2.0,39,0,3500,4,5.00
bj,雷克萨斯CT,2,32.00,5.2,3.3,1.8,101,1,7000,3,17.50
bj,大众速腾,1,16.90,12.1,4.9,1.4,11,0,3500,5,8.50
bj,长安CS35,1,10.10,4.3,3.9,1.6,37,0,3500,1,5.60
bj,福特福克斯,1,15.60,4.0,4.5,1.6,37,0,3500,7,7.20
bj,日产阳光,1,9.00,5.3,5.7,1.5,51,0,3500,10,3.88
bj,宝马5系,1,54.20,1.2,2,2.0,15,0,14840,3,37.10
bj,马自达3,1,12.80,9.2,7.11,1.6,53,0,3500,4,3.20
bj,Jeep牧马人,1,49.60,9.2,6.7,3.8,67,0,9800,4,24.50
bj,宝马7系,2,132.80,7.0,3.9,3.0,27,0,22000,3,55.00
bj,标致3008,1,20.30,5.4,3.3,2.0,107,0,4084,3,10.21
bj,奥迪A5,1,57.00,7.8,7.4,2.0,13,3,7000,6,17.50
bj,奔驰B级,1,34.60,8.0,6.10,2.0,147,0,3820,4,9.55
bj,奔驰C级,1,35.40,1.9,1.4,1.6,117,0,11400,0,28.50
bj,大众途安,1,18.60,12.4,7.9,2.0,45,0,3500,6,6.10
bj,奥迪Q5,1,41.60,1.4,1.9,2.0,381,0,11956,1,29.89
bj,奇瑞瑞虎,1,10.60,1.8,4.3,1.6,87,0,3500,4,4.90
bj,铃木天语,1,10.80,10.3,4.4,1.6,47,2,3500,8,5.30
bj,江淮iEV,1,18.40,2.2,2.8,0.0,17,1,3500,4,3.80
bj,大众宝来,1,12.60,4.5,3.4,1.6,65,0,3500,9,7.00
bj,福特福克斯,2,15.60,2.5,3.11,1.6,59,0,3500,4,7.80
bj,日产逍客,1,19.60,6.7,5.1,2.0,63,0,3520,0,8.80
bj,标致3008,2,20.30,2.0,4.1,2.0,5,1,4400,2,11.00
bj,保时捷Cayenne,2,100.10,6.5,5.1,3.0,19,2,24600,0,61.50
bj,大众朗逸,1,12.30,6.5,4.3,1.6,23,0,3500,5,6.80
bj,奇瑞艾瑞泽7,1,10.70,4.9,1.11,1.6,33,0,3500,6,5.70
bj,大众CC,1,32.70,8.3,5.9,2.0,45,0,5920,5,14.80
bj,马自达2劲翔,1,10.20,10.4,7.6,1.5,41,0,3000,9,2.50
bj,奔驰GLK级,2,57.30,8.1,5.4,3.0,17,0,9000,7,22.50
bj,马自达CX-5,2,22.60,3.7,3.4,2.0,21,0,5360,7,13.40
bj,长安CX20,1,6.20,1.9,1.5,1.4,57,1,3500,2,3.70
bj,捷豹F-TYPE,1,86.60,4.2,2.11,3.0,383,1,20320,1,50.80
bj,长安悦翔V3,1,5.30,4.9,2.5,1.3,15,0,3000,2,2.70
bj,雪佛兰爱唯欧,1,8.90,8.9,4.9,1.4,67,0,3500,0,3.30
bj,大众捷达,1,8.20,8.6,5.11,1.6,9,1,3500,5,3.50
bj,起亚K3,1,15.60,7.6,3.2,1.6,25,0,3500,2,8.00
bj,起亚K3,1,15.60,5.7,4.1,1.6,45,0,3500,5,7.85
bj,奥迪A7,1,104.00,7.0,4.11,3.0,11,2,14400,2,36.00
bj,斯柯达昊锐,1,27.20,14.1,6.4,2.0,193,0,3500,5,8.11
bj,别克君越,1,32.60,6.5,2.10,2.0,17,0,6400,2,16.00
bj,大众朗逸,1,16.10,2.5,3.7,1.4,39,0,3640,6,9.10
bj,路虎揽胜极光,1,68.20,7.5,3.9,2.0,21,2,12000,4,30.00
bj,福特嘉年华,2,10.70,3.2,3.3,1.5,43,0,3500,3,5.90
bj,现代名驭,1,12.50,0.0,0.3,1.8,11,0,3500,1,8.30
bj,日产阳光,1,9.00,7.9,4,1.5,29,1,3500,5,4.10
bj,现代索纳塔八,1,22.10,8.3,5.5,2.0,23,0,3760,5,9.40
bj,雷诺科雷傲,1,30.00,7.9,4.10,2.5,37,2,4476,3,11.19
bj,奔驰GLA级,1,38.00,0.4,2.1,2.0,11,0,12520,2,31.30
bj,沃尔沃XC60,1,56.40,4.7,4.4,2.0,25,0,10800,4,27.00
bj,大众朗行,2,15.30,9.5,3.11,1.6,49,0,3500,2,8.50
bj,斯柯达晶锐,1,9.90,5.9,4.8,1.4,29,0,3500,11,3.98
bj,长城C30,1,7.20,10.0,6.8,1.5,53,0,3000,4,2.30
bj,起亚福瑞迪,1,10.70,10.6,6.9,1.6,53,3,3500,5,3.40
bj,别克GL8,1,26.90,11.6,6,2.4,7,1,6000,2,15.00
bj,斯柯达明锐,1,15.30,14.7,5.1,1.6,27,2,3500,2,6.30
bj,别克英朗,2,16.30,2.7,5.2,1.6,15,0,3500,2,7.50
bj,哈弗H6,1,12.60,6.9,3.9,1.5,99,0,3500,0,6.28
bj,别克君越,1,29.90,13.4,5.2,2.4,41,0,4392,7,10.98
bj,三菱劲炫,1,23.70,8.0,5.9,2.0,15,1,3680,4,9.20
bj,凯迪拉克CTS,2,46.70,10.2,7.6,3.0,123,0,4392,5,10.98
bj,马自达睿翼,1,17.90,1.9,3.8,2.0,41,0,3800,0,9.50
bj,荣威350,1,9.70,3.6,4.1,1.5,7,0,3500,8,4.10
bj,日产逍客,1,15.20,7.5,6.2,1.6,59,0,3500,11,5.90
bj,本田奥德赛,1,32.50,0.7,2.4,2.4,21,0,10000,1,25.00
bj,起亚K3,1,12.20,8.9,2.4,1.6,223,0,3500,3,6.50
bj,日产骐达,1,13.60,4.0,3,1.6,21,0,3500,2,8.00
bj,福特蒙迪欧-致胜,1,21.70,11.0,4.9,2.0,25,0,3500,2,8.30
bj,长安悦翔,1,6.30,3.2,5.4,1.5,101,0,3000,4,2.20
bj,英菲尼迪Q50,1,35.40,5.3,2.11,2.0,65,0,8000,4,20.00
bj,捷豹XF,1,66.20,8.5,3.3,2.0,9,0,12000,10,30.00
bj,Jeep指南者,1,24.10,4.6,3.9,2.0,347,0,5084,5,12.71
bj,哈弗H6,2,13.40,4.5,2.5,1.5,9,0,3500,1,8.30
bj,比亚迪F0,2,4.40,2.2,4.10,1.0,95,0,3000,3,1.75
bj,福特蒙迪欧-致胜,1,21.70,8.9,7.5,2.3,103,0,3500,3,6.60
bj,奥迪Q3,1,31.50,4.0,1.10,1.4,119,0,7840,2,19.60
bj,金杯海狮,1,7.00,1.1,0.10,2.0,11,0,3500,1,5.48
bj,福特福克斯,1,14.40,10.7,3,1.6,39,0,3500,5,6.50
bj,福特福克斯,1,13.00,6.4,3.11,1.6,9,1,3500,9,6.50
bj,日产骐达,2,13.60,6.5,5.8,1.6,81,0,3500,7,6.30
bj,比亚迪速锐,1,8.30,3.5,2.5,1.5,15,0,3500,3,4.80
bj,别克昂科威,1,28.20,6.7,1.7,1.5,63,0,7160,6,17.90
bj,中华骏捷FRV,1,7.10,8.5,6.8,1.3,57,0,3000,4,1.99
bj,大众速腾,1,15.60,6.6,5.8,1.6,77,0,3500,4,6.00
bj,铃木奥拓,1,5.00,3.5,3.8,1.0,31,0,3000,5,2.60
bj,现代途胜,1,20.00,7.3,5.6,2.0,11,0,3500,5,8.00
bj,别克英朗,1,18.60,8.1,3.11,1.6,47,0,3500,7,7.66
bj,福特嘉年华,1,10.70,8.1,7.11,1.5,177,0,3000,13,2.90
bj,斯柯达晶锐,1,10.20,6.9,7,1.4,61,0,3500,1,3.70
bj,北京汽车E系列,1,7.50,8.0,4.6,1.5,21,0,3000,5,2.80
bj,别克英朗,1,19.70,8.9,5.7,1.6,25,1,3500,11,7.20
bj,雪佛兰赛欧,1,8.60,7.3,5.8,1.4,33,0,3500,0,3.46
bj,宝马X1,1,39.80,7.8,4.10,2.0,231,1,5920,6,14.80
bj,大众速腾,1,16.70,8.4,4.3,1.4,59,0,3500,6,8.10
bj,大众帕萨特,1,26.00,7.9,2.4,1.8,5,0,6800,3,17.00
bj,宝马i3,1,45.20,0.5,1,0.0,51,1,8360,0,20.90
bj,福特福克斯,1,12.50,4.9,5.7,1.8,7,0,3500,7,5.50
bj,斯柯达明锐,1,16.20,9.3,4.6,1.6,37,0,3500,3,7.00
bj,马自达昂科赛拉,1,15.10,4.0,2.6,1.5,231,0,3720,0,9.30
bj,别克君威,1,27.80,7.5,7.8,2.0,91,0,3500,3,8.20
bj,大众速腾,1,16.40,3.2,1.11,1.6,177,0,4112,6,10.28
bj,东南V3菱悦,1,6.90,6.1,4.6,1.5,69,0,3000,4,2.97
bj,奥迪Q5,1,46.80,1.7,2.7,2.0,297,0,12800,2,32.00
bj,标致307,2,11.50,4.1,6.6,1.6,59,0,3500,9,4.20
bj,奥迪A3,1,27.70,6.5,2.7,1.4,99,0,6000,4,15.00
bj,奔驰GLK级,1,60.60,3.1,2.8,3.0,265,0,13428,0,33.57
bj,大众速腾,1,16.40,7.0,4.7,1.6,41,0,3500,4,8.60
bj,长安悦翔V3,1,5.30,6.2,4.10,1.3,9,0,3000,6,2.10
bj,金杯阁瑞斯,2,16.50,9.1,3,2.4,13,0,3500,3,5.19
bj,铃木雨燕,2,8.70,3.0,4,1.5,107,1,3500,6,4.40
bj,别克凯越,2,10.00,4.5,2.7,1.5,7,0,3500,0,7.00
bj,华普海景,1,7.90,12.4,6.8,1.5,23,0,3000,5,1.78
bj,宝马3系,1,34.30,5.9,3.10,2.0,39,0,7920,2,19.80
bj,马自达6,1,19.50,2.8,4.7,2.0,231,0,3500,0,7.30
bj,现代朗动,1,13.90,3.7,2.3,1.6,55,0,3500,2,8.50
bj,起亚K2,1,8.50,5.6,5.3,1.4,35,0,3500,7,4.15
bj,大众迈腾,1,27.40,5.6,3.11,1.8,51,0,6000,2,15.00
bj,大众桑塔纳,1,10.80,4.4,2.2,1.6,37,0,3500,5,6.50
bj,凯迪拉克XTS,1,43.40,4.5,4.1,2.0,51,0,8200,6,20.50
bj,三菱翼神,1,13.70,5.7,5.4,1.8,51,0,3500,10,5.72
bj,北汽新能源EV系列,1,24.00,2.8,1.2,0.0,35,1,3500,10,5.80
bj,奥迪A6L,1,43.40,13.8,7.3,2.0,77,0,6000,2,15.00
bj,现代ix35,1,23.40,8.4,6.10,2.0,37,0,3520,7,8.80
bj,哈弗H6,1,12.10,4.6,4.3,1.5,17,0,3500,4,5.80
bj,大众速腾,1,14.40,6.2,6.8,1.6,35,0,3500,13,5.30
bj,福特蒙迪欧,1,24.20,8.4,3.5,2.0,9,0,5460,8,13.65
bj,福特翼搏,1,13.90,3.8,3.7,1.5,37,0,3500,3,7.90
bj,福特福克斯,1,15.60,4.0,4.9,1.6,41,0,3500,6,7.00
bj,起亚K3,1,13.50,5.0,3.3,1.6,97,0,3500,4,7.30
bj,长安逸动,1,8.70,5.8,3.2,1.6,23,0,3500,1,5.20
bj,沃尔沃XC60,2,49.70,8.1,6,2.0,103,0,6800,3,17.00
bj,起亚智跑,1,20.90,5.3,3.4,2.0,47,0,4720,1,11.80
bj,别克君威,1,21.70,7.3,7.11,2.0,65,0,3500,2,7.10
bj,大众速腾,1,24.50,8.4,3.4,2.0,77,1,5520,2,13.80
bj,雪佛兰乐风,1,8.10,7.3,7.8,1.4,31,0,3000,7,2.50
bj,北汽新能源EX系列,1,22.00,0.2,0.4,0.0,7,0,5200,0,13.00
bj,中华H230,1,6.50,6.0,4.9,1.5,67,0,3000,0,2.80
bj,标致307,1,10.10,6.6,6,1.6,33,0,3500,1,3.50
bj,大众速腾,1,17.50,0.9,0.11,1.4,201,0,5320,2,13.30
bj,宝马i3,1,45.20,0.6,0.11,0.0,19,0,9280,2,23.20
bj,大众Passat领驭,1,20.30,13.6,8.10,2.0,127,1,3500,6,5.30
bj,别克君越,1,25.60,10.0,4.10,2.4,127,1,4560,0,11.40
bj,大众尚酷,1,43.30,4.0,4.2,2.0,17,1,8000,0,20.00
bj,福特福克斯,1,14.20,4.3,3.8,1.6,45,0,3500,8,7.00
bj,现代名图,1,16.30,3.3,1.3,1.8,71,0,4520,2,11.30
bj,大众POLO,1,9.30,5.3,4,1.4,255,0,3500,3,4.70
bj,宝马X1,2,34.60,6.2,4.9,2.0,27,0,6596,5,16.49
bj,奥迪A3,1,27.00,1.3,1.8,1.4,71,0,6200,2,15.50
bj,马自达6,1,19.50,6.8,5.5,2.0,121,0,3500,5,7.70
bj,别克GL8,1,22.70,1.3,2.8,2.4,55,0,6000,2,15.00
bj,福特蒙迪欧-致胜,1,25.80,12.0,6.2,2.0,39,1,3500,3,8.40
bj,传祺GS5,1,17.00,3.0,4.1,2.0,65,0,3500,0,8.10
bj,东南V3菱悦,1,7.30,8.8,4.11,1.5,51,0,3000,3,2.80
bj,Jeep大切诺基,1,45.80,10.4,7,3.7,29,0,6200,2,15.50
bj,标致308,1,11.50,4.9,4,1.6,87,0,3500,6,4.90
bj,现代全新胜达,1,27.10,11.6,3.7,2.4,35,0,6060,0,15.15
bj,路虎神行者2,1,64.90,6.5,4.9,2.0,295,0,10216,3,25.54
bj,马自达5,2,19.20,5.5,3.10,2.0,141,0,4620,3,11.55
bj,标致408,1,15.60,4.2,3.9,2.0,179,0,3500,9,6.30
bj,日产骐达,1,11.60,7.0,6.10,1.6,31,0,3500,1,4.20
bj,奇瑞eQ,1,17.90,1.4,1,0.0,11,0,3500,2,4.60
bj,奔驰GLK级,2,43.20,2.1,2.6,2.0,137,0,12600,1,31.50
bj,丰田汉兰达,1,32.40,5.7,5.7,2.7,17,0,7200,1,18.00
bj,丰田RAV4,1,22.80,5.9,4.2,2.0,53,2,4880,3,12.20
bj,奥迪A6L,1,44.50,3.8,4.5,2.0,27,0,10600,4,26.50
bj,大众桑塔纳,1,10.80,5.8,1.4,1.6,49,0,3500,5,6.80
bj,比亚迪S6,1,11.70,5.4,5.6,2.0,31,0,3500,5,4.50
bj,大众CC,1,30.50,2.7,4.9,2.0,25,0,6720,1,16.80
bj,荣威350,1,14.00,2.6,3.1,1.5,135,0,3500,2,6.50
bj,现代索纳塔八,1,20.60,12.4,4.10,2.0,219,0,3500,3,8.38
bj,现代朗动,1,14.40,6.0,4.5,1.6,31,0,3500,7,7.70
bj,雪佛兰科鲁兹,1,14.40,7.8,7.11,1.6,173,0,3500,5,4.30
bj,本田思铂睿,1,29.50,9.6,7.4,2.4,27,0,4000,4,10.00
bj,奇瑞瑞虎5,1,10.70,2.0,1.5,2.0,53,0,3500,2,6.60
bj,大众捷达,1,8.10,9.2,9.6,1.6,151,2,3000,6,1.90
bj,别克GL8,1,26.40,11.1,7,2.5,61,0,3500,4,7.22
bj,北汽绅宝绅宝X25,1,6.90,2.4,1.4,1.5,69,0,3500,8,4.29
bj,雪铁龙世嘉,1,12.90,8.3,4.4,1.6,43,0,3500,1,5.20
bj,雪佛兰科鲁兹,1,11.80,2.1,3.8,1.6,29,0,3500,1,5.60
bj,奔驰CLA级,1,34.60,1.3,0.8,2.0,57,0,11200,1,28.00
bj,别克凯越,1,11.70,4.9,7,1.6,107,0,3500,3,3.50
bj,日产骐达,2,13.80,2.5,6.9,1.6,11,0,3500,2,5.90
bj,大众Passat领驭,1,23.30,10.4,9.4,1.8,181,0,3500,5,5.90
bj,别克君越,1,26.00,1.5,0.11,1.5,19,0,7472,1,18.68
bj,雪铁龙世嘉,1,13.10,3.8,5.9,1.6,53,0,3500,2,4.60
bj,奔驰GLK级,1,52.60,3.4,3.1,3.0,67,0,12080,4,30.20
bj,马自达睿翼,2,24.90,10.1,7.8,2.5,27,0,3500,11,7.60
bj,东南V5菱致,1,8.70,6.1,4.2,1.5,11,0,3500,2,4.50
bj,别克君越,1,29.80,7.5,6.5,2.4,69,0,4520,7,11.30
bj,大众途观,1,30.60,6.9,6.4,2.0,81,3,5480,4,13.70
bj,比亚迪G6,1,12.60,2.8,3.11,1.5,13,1,3500,3,6.80
bj,雪佛兰赛欧,1,7.50,9.9,5,1.4,37,0,3000,8,2.90
bj,沃尔沃XC60,1,61.90,8.2,7.1,3.0,39,0,7600,5,19.00
bj,大众宝来,1,11.70,5.2,5.5,1.6,39,0,3500,6,5.58
bj,宝马5系,1,46.00,7.2,6.11,2.0,121,2,5680,8,14.20
bj,中华骏捷Cross,1,10.10,7.3,7,1.5,47,0,3500,4,3.20
bj,奔驰唯雅诺,2,47.50,4.3,6.7,2.5,73,0,8600,3,21.50
bj,丰田皇冠,1,30.90,0.4,0.6,2.5,71,0,10800,0,27.00
bj,别克君威,1,22.10,11.1,7.2,2.0,125,0,3500,9,6.90
bj,标致408,1,14.10,6.8,4.9,2.0,25,0,3500,6,5.50
bj,大众朗逸,1,12.20,5.6,7.10,1.6,27,1,3500,4,4.50
bj,华颂7,1,25.80,0.1,0.10,2.0,123,0,5600,0,14.00
bj,东风风神AX3,1,8.40,1.6,0.11,1.5,127,0,3500,1,5.50
bj,夏利N5,1,5.30,7.2,5.2,1.3,15,0,3000,9,1.80
bj,凯迪拉克ATS,1,35.60,3.2,3,2.0,259,0,7400,1,18.50
bj,本田飞度,2,9.70,10.6,7.9,1.3,225,0,3500,0,3.21
bj,福特福克斯,1,13.00,4.1,3.7,1.6,83,0,3500,0,6.50
